File Name,"Pixels"
"01_inv (1).png",61.414444523237925
"01_inv (2).png",383.8946693315098
"01_inv (3).png",310.52208632947907
"01_inv (4).png",1058.4925702415117
"02_inv (5).png",55.678155590730526
"02_inv (6).png",339.7513663292467
"02_inv (7).png",266.5484422209638
"02_inv (8).png",1114.424701833671
"03_inv (9).png",58.69207043501841
"03_inv (10).png",351.9116882454316
"03_inv (11).png",278.74632453897834
"03_inv (12).png",1078.261572539138
"04_inv (13).png",55.491674705453114
"04_inv (14).png",363.4281148228248
"04_inv (15).png",308.5004559998143
"04_inv (16).png",1084.0101467897932
"05_inv (17).png",46.7309635383473
"05_inv (18).png",336.78733713750313
"05_inv (19).png",297.8048168969221
"05_inv (20).png",1073.6028682552721
"06_inv (21).png",43.68392461378483
"06_inv (22).png",389.3624817342646
"06_inv (23).png",342.10764773832545
"06_inv (24).png",1195.5516521882453
"07_inv (25).png",53.7858601467364
"07_inv (26).png",403.6219842189852
"07_inv (27).png",304.68380847124513
"07_inv (28).png",1085.5268786111135
"08_inv (29).png",50.82749485507903
"08_inv (30).png",358.5542798689767
"08_inv (31).png",254.9137360560503
"08_inv (32).png",1054.7155769447706
"09_inv (33).png",41.5066336010732
"09_inv (34).png",341.40616010522615
"09_inv (35).png",313.2000677770255
"09_inv (36).png",1033.0418962366114
"10_inv (37).png",53.45877188125095
"10_inv (38).png",381.1356049200812
"10_inv (39).png",325.6711395993665
"10_inv (40).png",1082.203522340951
"11_inv (41).png",52.665276014715815
"11_inv (42).png",354.1132389453081
"11_inv (43).png",279.29762309119917
"11_inv (44).png",1086.2955114122003
"12_inv (45).png",47.421943281680136
"12_inv (46).png",410.9538682224887
"12_inv (47).png",325.1016635983057
"12_inv (48).png",1066.1661634918453
"13_inv (49).png",58.26846102510836
"13_inv (50).png",322.1695035581264
"13_inv (51).png",299.00427170456896
"13_inv (52).png",1077.9910572671524
"14_inv (53).png",64.71777656315669
"14_inv (54).png",343.39991052527034
"14_inv (55).png",302.4340566767299
"14_inv (56).png",1069.8972184873112
"15_inv (57).png",62.633520484350505
"15_inv (58).png",370.35138725887293
"15_inv (59).png",308.15992013953365
"15_inv (60).png",1132.940468949315
"16_inv (61).png",65.79378083609286
"16_inv (62).png",368.14511694048656
"16_inv (63).png",327.66927258709336
"16_inv (64).png",1086.8551045336776
"17_inv (65).png",54.24720569463538
"17_inv (66).png",336.8441511670359
"17_inv (67).png",290.5331211033819
"17_inv (68).png",1136.9204505631528
"18_inv (69).png",53.33781523309453
"18_inv (70).png",371.7157199089237
"18_inv (71).png",310.5565164577169
"18_inv (72).png",1096.9712707480305
"19_inv (73).png",51.87409786409172
"19_inv (74).png",356.85281374238605
"19_inv (75).png",317.12127973956086
"19_inv (76).png",1187.6954676374642
"20_inv (77).png",67.38116436938299
"20_inv (78).png",383.5102174085927
"20_inv (79).png",292.21113411846915
"20_inv (80).png",1197.9644976784027
